"","age","c_charge_degree","race","age_cat","v_score_text","sex","priors_count","days_b_screening_arrest","v_decile_score","is_recid","two_year_recid"
"387",28,"M","African-American","25 - 45","Low","Male",2,-1,2,0,0
"388",24,"M","African-American","Less than 25","Low","Male",1,-1,4,0,0
"389",44,"F","African-American","25 - 45","Low","Male",1,-1,1,0,0
"390",46,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,0
"391",37,"F","African-American","25 - 45","Medium","Male",6,0,5,0,0
"392",27,"F","African-American","25 - 45","Medium","Male",10,0,7,1,1
"393",40,"F","Caucasian","25 - 45","Low","Male",1,-1,1,0,0
"394",53,"F","Caucasian","Greater than 45","Low","Male",1,-6,1,0,0
"395",28,"F","African-American","25 - 45","Low","Male",0,-1,3,0,0
"396",23,"M","Hispanic","Less than 25","Medium","Male",0,0,5,0,0
"397",46,"F","Caucasian","Greater than 45","Low","Female",2,-1,1,0,0
"398",45,"M","African-American","Greater than 45","Low","Male",0,-1,1,0,0
"399",22,"F","African-American","Less than 25","Medium","Male",1,-1,7,0,0
"400",26,"F","Caucasian","25 - 45","Low","Male",1,0,3,1,1
"401",62,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"402",24,"F","Hispanic","Less than 25","Medium","Male",1,-6,5,0,0
"403",21,"M","Caucasian","Less than 25","Medium","Male",0,-1,5,0,0
"404",25,"F","Caucasian","25 - 45","Low","Male",0,-1,3,1,1
"405",68,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"406",21,"F","Caucasian","Less than 25","Medium","Male",1,-1,6,0,0
"407",37,"F","Hispanic","25 - 45","Low","Female",1,-1,1,0,0
"408",22,"F","African-American","Less than 25","Medium","Male",0,0,5,0,0
"409",42,"F","Caucasian","25 - 45","Low","Male",1,-1,1,0,0
"410",48,"F","African-American","Greater than 45","Low","Male",2,0,1,0,0
"411",23,"F","African-American","Less than 25","High","Male",6,-1,8,1,1
"412",24,"F","African-American","Less than 25","Medium","Male",0,0,7,0,0
"413",29,"F","African-American","25 - 45","Low","Male",0,-1,3,0,0
"414",24,"F","African-American","Less than 25","Low","Male",0,-3,4,0,0
"415",50,"F","African-American","Greater than 45","Medium","Male",11,0,6,0,0
"416",23,"F","African-American","Less than 25","Low","Male",0,0,4,0,0
"417",22,"M","Caucasian","Less than 25","Medium","Female",0,-1,6,0,0
"418",36,"F","Other","25 - 45","Low","Male",0,-1,1,0,0
"419",53,"F","Caucasian","Greater than 45","Low","Female",0,0,1,0,0
"420",25,"M","African-American","25 - 45","Medium","Female",1,0,5,0,0
"421",71,"F","African-American","Greater than 45","Low","Male",8,-1,2,0,0
"422",39,"M","African-American","25 - 45","Low","Male",10,-1,3,0,0
"423",37,"F","African-American","25 - 45","Low","Female",0,0,3,0,0
"424",29,"F","African-American","25 - 45","Low","Female",3,-1,4,0,0
"425",23,"M","Other","Less than 25","High","Female",0,-1,10,0,0
"426",23,"F","African-American","Less than 25","Low","Female",0,-1,3,0,0
"427",27,"M","Native American","25 - 45","Low","Male",3,0,4,0,0
"428",53,"F","African-American","Greater than 45","Low","Female",0,0,1,0,0
"429",23,"F","African-American","Less than 25","Medium","Female",0,-1,7,1,0
"430",25,"F","African-American","25 - 45","Medium","Male",6,-1,5,1,0
"431",23,"M","Other","Less than 25","Medium","Male",2,-1,6,0,0
"432",27,"F","African-American","25 - 45","Medium","Male",4,0,7,1,1
"433",29,"M","African-American","25 - 45","Low","Male",1,-1,3,0,0
"434",28,"F","Hispanic","25 - 45","Low","Male",0,-1,2,0,0
"435",31,"M","African-American","25 - 45","Low","Male",0,-1,1,0,0
"436",25,"M","Caucasian","25 - 45","Low","Male",0,-2,3,0,0
"437",47,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"438",37,"F","African-American","25 - 45","Low","Male",4,-1,1,0,0
"439",35,"F","African-American","25 - 45","Low","Female",4,-1,3,0,0
"440",21,"F","Caucasian","Less than 25","High","Male",2,-1,8,1,1
"441",57,"F","African-American","Greater than 45","Medium","Male",11,-1,5,0,0
"442",48,"F","Caucasian","Greater than 45","Low","Male",0,-1,4,0,0
"443",36,"F","Other","25 - 45","Low","Male",0,-1,1,0,0
"444",37,"F","African-American","25 - 45","Low","Female",3,-1,4,0,0
"445",31,"M","Caucasian","25 - 45","Low","Male",0,0,2,0,0
"446",31,"M","Caucasian","25 - 45","Low","Male",2,0,2,0,0
"447",32,"F","African-American","25 - 45","High","Male",22,0,10,1,1
"448",23,"M","Other","Less than 25","Medium","Female",0,-1,5,0,0
"449",63,"M","African-American","Greater than 45","Low","Male",0,-1,1,0,0
"450",30,"F","Other","25 - 45","Low","Male",0,-1,2,0,0
"451",20,"F","Caucasian","Less than 25","Medium","Male",0,-1,7,0,0
"452",24,"M","African-American","Less than 25","Low","Female",1,0,4,1,1
"453",36,"M","African-American","25 - 45","Low","Female",1,-1,2,0,0
"454",83,"M","Hispanic","Greater than 45","Low","Male",0,0,1,0,0
"455",28,"F","Caucasian","25 - 45","Medium","Male",2,0,6,0,0
"456",33,"M","African-American","25 - 45","Low","Female",0,-1,2,0,0
"457",39,"F","African-American","25 - 45","Low","Male",0,0,2,0,0
"458",29,"M","Other","25 - 45","Medium","Male",3,0,5,0,0
"459",35,"F","African-American","25 - 45","Low","Male",7,-1,2,0,0
"460",24,"F","African-American","Less than 25","Low","Male",0,-1,3,0,0
"461",26,"F","Caucasian","25 - 45","Low","Male",8,-1,4,0,0
"462",28,"F","African-American","25 - 45","High","Male",14,-1,8,1,1
"463",32,"M","African-American","25 - 45","Low","Male",0,-1,2,0,0
"464",32,"M","Caucasian","25 - 45","Low","Female",1,-1,1,1,1
"465",29,"F","African-American","25 - 45","Medium","Male",16,-1,7,0,0
"466",43,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,0
"467",47,"F","Caucasian","Greater than 45","Medium","Male",2,-3,5,0,0
"468",23,"F","African-American","Less than 25","Low","Female",1,-1,3,0,0
"469",39,"M","Caucasian","25 - 45","Low","Male",2,-1,2,1,0
"470",33,"F","Other","25 - 45","Low","Male",0,-1,2,0,0
"471",21,"F","Other","Less than 25","Medium","Male",0,-1,7,1,1
"472",43,"F","African-American","25 - 45","Low","Male",20,0,4,0,0
"473",25,"F","African-American","25 - 45","High","Male",3,-1,9,1,1
"474",48,"F","African-American","Greater than 45","High","Male",25,-1,9,1,1
"475",22,"M","African-American","Less than 25","High","Male",1,28,9,1,1
"476",52,"M","African-American","Greater than 45","Low","Male",9,-1,2,1,1
"477",26,"F","Caucasian","25 - 45","Low","Male",5,-1,3,1,1
"478",34,"M","African-American","25 - 45","Low","Male",4,-1,2,0,0
"479",56,"M","Caucasian","Greater than 45","Low","Male",4,-1,1,1,0
"480",29,"M","African-American","25 - 45","Medium","Male",2,-1,5,0,0
"481",37,"F","African-American","25 - 45","Low","Male",6,-1,2,1,1
"482",43,"F","Other","25 - 45","Low","Male",3,-1,2,0,0
"483",51,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"484",21,"F","African-American","Less than 25","Medium","Male",1,-1,7,0,0
"485",26,"M","African-American","25 - 45","High","Male",4,-1,9,1,1
"486",48,"F","Caucasian","Greater than 45","Low","Male",1,0,1,0,0
"487",26,"F","Caucasian","25 - 45","Low","Male",0,0,3,0,0
"488",46,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"489",24,"M","African-American","Less than 25","Medium","Male",7,-1,7,0,0
"490",21,"M","Caucasian","Less than 25","Medium","Female",0,-1,7,0,0
"491",36,"M","African-American","25 - 45","Low","Male",9,0,2,0,0
"492",30,"F","African-American","25 - 45","Low","Male",5,-1,3,1,1
"493",22,"F","Caucasian","Less than 25","Medium","Female",1,-23,7,0,0
"494",25,"F","African-American","25 - 45","High","Male",0,-1,8,1,1
"495",24,"F","African-American","Less than 25","Medium","Male",0,-1,5,0,0
"496",39,"F","African-American","25 - 45","Medium","Male",13,-1,6,1,1
"497",46,"F","Other","Greater than 45","Low","Male",0,-1,1,0,0
"498",30,"F","African-American","25 - 45","Low","Female",4,-5,3,0,0
"499",40,"F","Caucasian","25 - 45","Low","Male",0,0,1,0,0
"500",52,"F","African-American","Greater than 45","Low","Female",0,-1,1,0,0
"501",23,"F","African-American","Less than 25","High","Male",3,-1,10,0,0
"502",26,"M","African-American","25 - 45","Low","Female",1,-1,2,0,0
"503",42,"F","Caucasian","25 - 45","Low","Male",3,0,2,0,0
"504",28,"F","African-American","25 - 45","Low","Male",1,-1,2,0,0
"505",50,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,1,0
"506",32,"F","African-American","25 - 45","Low","Male",1,-1,2,0,0
"507",51,"F","African-American","Greater than 45","Low","Male",3,-1,1,0,0
"508",32,"F","African-American","25 - 45","Low","Male",4,0,2,0,0
"509",29,"F","African-American","25 - 45","Low","Female",1,7,4,0,0
"510",43,"M","Hispanic","25 - 45","Low","Male",0,-1,1,0,0
"511",26,"F","African-American","25 - 45","Medium","Male",9,-1,7,1,1
"512",27,"M","Hispanic","25 - 45","Low","Male",1,-1,2,0,0
"513",57,"M","Hispanic","Greater than 45","Low","Female",1,-1,1,0,0
"514",32,"F","African-American","25 - 45","Low","Male",3,-1,2,1,1
"515",42,"M","Caucasian","25 - 45","Low","Female",0,0,1,0,0
"516",28,"M","Caucasian","25 - 45","Low","Female",3,-1,3,0,0
"517",53,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0
"518",24,"F","Caucasian","Less than 25","Low","Male",0,-1,3,0,0
"519",28,"F","Hispanic","25 - 45","Low","Male",1,-9,2,0,0
"520",28,"F","Hispanic","25 - 45","Low","Male",1,-1,4,0,0
"521",25,"M","African-American","25 - 45","Low","Male",0,0,4,0,0
"522",52,"F","Caucasian","Greater than 45","Low","Male",1,-5,3,0,0
"523",28,"M","African-American","25 - 45","Low","Male",4,-1,3,1,1
"524",21,"F","African-American","Less than 25","Medium","Male",2,-1,6,1,1
"525",32,"F","African-American","25 - 45","High","Male",19,-1,10,1,1
"526",63,"M","African-American","Greater than 45","Low","Male",3,-1,1,0,0
"527",29,"F","Caucasian","25 - 45","Low","Male",2,0,3,0,0
"528",46,"M","African-American","Greater than 45","Low","Male",0,0,1,0,0
"529",27,"F","African-American","25 - 45","Low","Male",1,-3,3,0,0
"530",69,"M","Hispanic","Greater than 45","Low","Female",0,0,1,0,0
"531",47,"M","Hispanic","Greater than 45","Low","Male",0,-1,1,0,0
"532",45,"F","Hispanic","Greater than 45","Low","Male",1,-1,3,0,0
"533",33,"M","Caucasian","25 - 45","Low","Female",1,0,1,0,0
"534",32,"F","African-American","25 - 45","Medium","Male",14,-1,6,1,1
"535",24,"F","African-American","Less than 25","Medium","Male",2,-1,5,0,0
"536",47,"M","Hispanic","Greater than 45","Low","Male",0,-4,1,0,0
"537",25,"F","Caucasian","25 - 45","Low","Male",1,-1,3,0,0
"538",21,"F","African-American","Less than 25","Medium","Male",1,-1,7,0,0
"539",22,"F","African-American","Less than 25","Medium","Male",6,-1,5,1,1
"540",26,"F","Caucasian","25 - 45","Medium","Female",0,-1,6,0,0
"541",20,"F","Caucasian","Less than 25","Medium","Male",0,-1,6,0,0
"542",33,"F","African-American","25 - 45","High","Male",7,0,9,1,1
"543",35,"F","Caucasian","25 - 45","Low","Male",2,-1,2,0,0
"544",41,"F","Caucasian","25 - 45","Low","Male",5,-1,1,0,0
"545",23,"M","Caucasian","Less than 25","Medium","Male",0,0,5,0,0
"546",54,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,0
"547",22,"M","Caucasian","Less than 25","Medium","Male",0,-4,5,0,0
"548",30,"M","Hispanic","25 - 45","Low","Male",1,-9,2,0,0
"549",54,"M","African-American","Greater than 45","Low","Male",4,-1,4,1,1
"550",22,"M","Caucasian","Less than 25","Medium","Male",2,-1,6,1,1
"551",26,"M","African-American","25 - 45","Low","Male",0,-1,3,1,1
"552",20,"F","African-American","Less than 25","Medium","Female",0,-1,6,0,0
"553",29,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0
"554",23,"M","African-American","Less than 25","Medium","Female",6,-18,5,0,0
"555",35,"M","African-American","25 - 45","Low","Male",1,-1,1,0,0
"556",21,"M","African-American","Less than 25","Medium","Male",1,-18,6,1,1
"557",25,"F","Hispanic","25 - 45","Medium","Male",0,-1,6,0,0
"558",30,"F","African-American","25 - 45","Low","Female",3,-1,4,0,0
"559",23,"F","African-American","Less than 25","Medium","Male",2,-1,6,1,1
"560",32,"F","Caucasian","25 - 45","Low","Male",8,-2,4,1,0
"561",42,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,0
"562",22,"M","African-American","Less than 25","Low","Female",0,-2,4,0,0
"563",45,"F","Hispanic","Greater than 45","Low","Male",2,-1,2,0,0
"564",29,"M","African-American","25 - 45","Low","Male",0,-1,3,0,0
"565",30,"F","African-American","25 - 45","Low","Male",6,-1,3,1,1
"566",51,"M","African-American","Greater than 45","Low","Male",17,0,1,0,0
"567",24,"F","Caucasian","Less than 25","Medium","Male",2,-27,5,0,0
"568",23,"M","African-American","Less than 25","Medium","Male",2,-1,6,0,0
"569",36,"F","African-American","25 - 45","Low","Male",5,-1,2,0,0
"570",69,"M","Hispanic","Greater than 45","Low","Male",0,-1,1,0,0
"571",59,"M","Hispanic","Greater than 45","Low","Male",1,-1,1,0,0
"572",39,"F","African-American","25 - 45","Low","Male",1,-9,1,0,0
"573",29,"F","African-American","25 - 45","Low","Male",2,-1,3,0,0
"574",44,"F","Caucasian","25 - 45","Low","Male",6,0,1,0,0
"575",25,"F","African-American","25 - 45","Medium","Male",2,-1,6,0,0
"576",31,"F","African-American","25 - 45","High","Male",0,0,10,0,0
"577",35,"M","African-American","25 - 45","Low","Male",17,-1,2,1,1
"578",33,"F","African-American","25 - 45","Low","Male",1,0,4,0,0
"579",60,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"580",53,"M","Hispanic","Greater than 45","Low","Male",0,0,1,0,0
"581",54,"F","African-American","Greater than 45","Low","Female",0,-1,1,0,0
"582",24,"M","Caucasian","Less than 25","Medium","Male",3,-1,5,0,0
"583",26,"F","Hispanic","25 - 45","Low","Male",0,-1,3,0,0
"584",75,"F","African-American","Greater than 45","Low","Female",5,-1,1,0,0
"585",46,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"586",27,"F","African-American","25 - 45","Medium","Male",1,0,5,0,0
"587",59,"M","African-American","Greater than 45","Low","Male",2,0,1,0,0
"588",39,"F","Caucasian","25 - 45","Low","Male",1,-15,1,0,0
"589",46,"M","Caucasian","Greater than 45","Low","Male",5,-1,1,0,0
"590",25,"F","Other","25 - 45","Low","Male",1,-1,3,0,0
"591",55,"F","Caucasian","Greater than 45","Low","Male",2,-1,1,0,0
"592",43,"M","African-American","25 - 45","Low","Male",0,-1,1,1,1
"593",53,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,0
"594",21,"M","African-American","Less than 25","Medium","Female",0,-1,6,0,0
"595",40,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0
"596",37,"M","Caucasian","25 - 45","Low","Female",0,-1,1,0,0
"597",32,"M","African-American","25 - 45","Low","Male",2,-1,2,0,0
"598",22,"M","Hispanic","Less than 25","Medium","Male",0,-1,5,0,0
"599",31,"F","African-American","25 - 45","Medium","Female",0,-1,5,0,0
"600",47,"F","African-American","Greater than 45","Low","Male",4,0,2,0,0
"601",36,"F","African-American","25 - 45","Low","Male",2,-2,1,1,0
"602",38,"F","Caucasian","25 - 45","Low","Female",0,-1,1,0,0
"603",35,"F","Other","25 - 45","Low","Male",0,-1,1,0,0
"604",53,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"605",53,"F","African-American","Greater than 45","Low","Male",2,-1,1,0,0
"606",57,"F","African-American","Greater than 45","Low","Male",19,-1,4,0,0
"607",21,"F","African-American","Less than 25","High","Male",0,-5,9,1,1
"608",27,"F","African-American","25 - 45","Low","Male",2,-1,4,0,0
"609",49,"F","Caucasian","Greater than 45","Low","Female",4,0,1,0,0
"610",47,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,1,1
"611",44,"F","Caucasian","25 - 45","Low","Male",3,0,1,0,0
"612",34,"F","African-American","25 - 45","Low","Male",1,-17,1,0,0
"613",38,"F","Hispanic","25 - 45","Medium","Male",0,-1,5,0,0
"614",50,"M","Caucasian","Greater than 45","Low","Male",2,0,1,0,0
"615",29,"M","Caucasian","25 - 45","Low","Male",1,0,4,0,0
"616",26,"F","Caucasian","25 - 45","Low","Male",0,0,4,0,0
"617",47,"M","Hispanic","Greater than 45","Low","Male",0,0,1,0,0
"618",49,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"619",49,"F","African-American","Greater than 45","Low","Male",1,0,1,1,1
"620",59,"F","Caucasian","Greater than 45","Low","Male",2,0,1,0,0
"621",32,"M","Caucasian","25 - 45","Low","Male",6,-29,4,0,0
"622",24,"M","African-American","Less than 25","Low","Male",1,0,4,1,1
"623",40,"M","Hispanic","25 - 45","Low","Male",0,-2,1,0,0
"624",32,"F","African-American","25 - 45","Low","Male",0,0,2,0,0
"625",54,"M","Hispanic","Greater than 45","Low","Female",0,0,1,0,0
"626",27,"F","African-American","25 - 45","Medium","Male",9,-1,5,1,1
"627",25,"M","Caucasian","25 - 45","Low","Male",2,0,4,0,0
"628",37,"M","African-American","25 - 45","High","Male",18,-1,9,0,0
"629",23,"F","African-American","Less than 25","Medium","Male",1,0,6,1,1
"630",20,"F","African-American","Less than 25","Medium","Female",0,0,7,0,0
"631",50,"F","Caucasian","Greater than 45","Medium","Male",8,-14,5,0,0
"632",50,"F","African-American","Greater than 45","Low","Male",7,-1,1,0,0
"633",40,"F","Caucasian","25 - 45","Low","Male",3,-1,1,0,0
"634",24,"F","Caucasian","Less than 25","Medium","Female",2,-1,5,0,0
"635",23,"F","African-American","Less than 25","Low","Female",3,-1,3,1,1
"636",25,"M","Caucasian","25 - 45","Medium","Male",4,-10,7,0,0
"637",46,"M","Caucasian","Greater than 45","Low","Male",1,-2,1,0,0
"638",25,"F","Other","25 - 45","Low","Male",1,-1,3,0,0
"639",22,"M","Caucasian","Less than 25","Low","Female",0,-1,4,0,0
"640",32,"F","Caucasian","25 - 45","Low","Female",1,-1,1,0,0
"641",33,"M","African-American","25 - 45","Medium","Male",4,-1,6,1,1
"642",24,"F","African-American","Less than 25","Low","Male",0,0,3,0,0
"643",37,"M","Caucasian","25 - 45","Low","Male",0,-1,1,1,0
"644",40,"M","Caucasian","25 - 45","Low","Female",0,0,1,0,0
"645",43,"F","African-American","25 - 45","Low","Male",9,-1,2,1,1
"646",25,"F","African-American","25 - 45","High","Male",11,-1,8,1,1
"647",52,"F","African-American","Greater than 45","Low","Female",1,-28,1,0,0
"648",47,"F","African-American","Greater than 45","Low","Male",5,-1,1,0,0
"649",52,"M","Caucasian","Greater than 45","Low","Female",6,0,2,0,0
"650",37,"M","Caucasian","25 - 45","Low","Male",0,0,2,0,0
"651",24,"F","African-American","Less than 25","Medium","Female",0,-1,5,0,0
"652",34,"F","African-American","25 - 45","High","Female",14,-1,8,0,0
"653",62,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,0
"654",60,"F","Caucasian","Greater than 45","Low","Female",0,0,3,0,0
"655",35,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"656",24,"F","African-American","Less than 25","Medium","Female",0,-1,5,0,0
"657",30,"M","Caucasian","25 - 45","Low","Male",0,0,2,0,0
"658",28,"M","Caucasian","25 - 45","Low","Female",0,-1,3,0,0
"659",56,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,0
"660",23,"M","Caucasian","Less than 25","Low","Male",1,-1,4,0,0
"661",35,"F","African-American","25 - 45","Low","Female",2,-1,2,0,0
"662",33,"M","Caucasian","25 - 45","Low","Male",3,0,3,0,0
"663",21,"F","Hispanic","Less than 25","Medium","Male",0,-1,6,0,0
"664",41,"M","African-American","25 - 45","Medium","Male",9,-1,5,1,0
"665",24,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,0
"666",25,"F","Native American","25 - 45","Medium","Male",7,0,6,1,0
"667",49,"F","African-American","Greater than 45","Low","Male",3,0,1,0,0
"668",22,"F","Hispanic","Less than 25","Medium","Female",0,0,6,0,0
"669",27,"F","African-American","25 - 45","Medium","Female",3,-1,6,1,1
"670",50,"M","African-American","Greater than 45","Low","Male",4,-3,2,0,0
"671",23,"M","African-American","Less than 25","Low","Female",0,0,3,0,0
"672",34,"M","Caucasian","25 - 45","Low","Male",0,-1,2,0,0
"673",25,"M","Other","25 - 45","Medium","Male",1,-1,6,1,1
"674",30,"M","Hispanic","25 - 45","Low","Male",0,-1,1,0,0
"675",42,"M","Native American","25 - 45","Low","Male",0,-1,1,0,0
"676",24,"F","Other","Less than 25","Medium","Male",5,-1,5,0,0
"677",52,"F","African-American","Greater than 45","Low","Male",3,-1,2,0,0
"678",26,"M","Caucasian","25 - 45","Low","Female",3,-1,3,0,0
"679",38,"F","Hispanic","25 - 45","Low","Male",0,0,1,0,0
"680",30,"F","Caucasian","25 - 45","Low","Female",0,0,2,0,0
"681",20,"M","African-American","Less than 25","High","Male",0,-1,10,1,1
"682",24,"F","Asian","Less than 25","Low","Male",0,-1,4,0,0
